date,commodity,index_value
1999-10-01,oils,52.96
1999-11-01,oils,51.32
1999-12-01,oils,49.49
2000-01-01,oils,48.58
2000-02-01,oils,46.37
2000-03-01,oils,47.82
2000-04-01,oils,49.5
2000-05-01,oils,44.49
2000-06-01,oils,42.93
2000-07-01,oils,42.67
2000-08-01,oils,41.7
2000-09-01,oils,38.47
2000-10-01,oils,36.38
2000-11-01,oils,37.67
2000-12-01,oils,38.14
2001-01-01,oils,37.27
2001-02-01,oils,35.83
2001-03-01,oils,38.2
2001-04-01,oils,38.03
2001-05-01,oils,36.57
2001-06-01,oils,38.85
2001-07-01,oils,47.44
2001-08-01,oils,50.02
2001-09-01,oils,45.4
2001-10-01,oils,43.3
2001-11-01,oils,48.27
2001-12-01,oils,50.61
2002-01-01,oils,49.26
2002-02-01,oils,47.79
2002-03-01,oils,47.62
2002-04-01,oils,48.97
2002-05-01,oils,51.64
2002-06-01,oils,55.8
2002-07-01,oils,56.15
2002-08-01,oils,59.65
2002-09-01,oils,56.68
2002-10-01,oils,58.76
2002-11-01,oils,63.91
2002-12-01,oils,65.51
2003-01-01,oils,64.32
2003-02-01,oils,62.35
2003-03-01,oils,59.23
2003-04-01,oils,59.57
2003-05-01,oils,61.09
2003-06-01,oils,61.96
2003-07-01,oils,58.84
2003-08-01,oils,57.09
2003-09-01,oils,59.33
2003-10-01,oils,67.39
2003-11-01,oils,68.83
2003-12-01,oils,71.56
2004-01-01,oils,71.22
2004-02-01,oils,76.06
2004-03-01,oils,76.73
2004-04-01,oils,76.45
2004-05-01,oils,73.52
2004-06-01,oils,66.06
2004-07-01,oils,64.82
2004-08-01,oils,65.44
2004-09-01,oils,66.27
2004-10-01,oils,65.8
2004-11-01,oils,66.94
2004-12-01,oils,66.02
2005-01-01,oils,63.15
2005-02-01,oils,62.27
2005-03-01,oils,66.74
2005-04-01,oils,65.07
2005-05-01,oils,64.23
2005-06-01,oils,64.64
2005-07-01,oils,64.44
2005-08-01,oils,62.51
2005-09-01,oils,64.0
2005-10-01,oils,66.81
2005-11-01,oils,65.44
2005-12-01,oils,63.49
2006-01-01,oils,63.67
2006-02-01,oils,64.99
2006-03-01,oils,65.16
2006-04-01,oils,66.76
2006-05-01,oils,68.28
2006-06-01,oils,67.94
2006-07-01,oils,70.45
2006-08-01,oils,73.55
2006-09-01,oils,71.7
2006-10-01,oils,72.7
2006-11-01,oils,78.35
2006-12-01,oils,83.01
2007-01-01,oils,82.27
2007-02-01,oils,82.87
2007-03-01,oils,84.42
2007-04-01,oils,92.76
2007-05-01,oils,100.25
2007-06-01,oils,104.92
2007-07-01,oils,108.58
2007-08-01,oils,112.8
2007-09-01,oils,118.25
2007-10-01,oils,125.85
2007-11-01,oils,136.25
2007-12-01,oils,138.56
2008-01-01,oils,154.1
2008-02-01,oils,168.63
2008-03-01,oils,176.6
2008-04-01,oils,169.41
2008-05-01,oils,172.02
2008-06-01,oils,178.32
2008-07-01,oils,164.8
2008-08-01,oils,135.62
2008-09-01,oils,120.59
2008-10-01,oils,92.21
2008-11-01,oils,82.03
2008-12-01,oils,78.55
2009-01-01,oils,82.78
2009-02-01,oils,82.24
2009-03-01,oils,81.49
2009-04-01,oils,93.8
2009-05-01,oils,106.61
2009-06-01,oils,100.72
2009-07-01,oils,89.9
2009-08-01,oils,97.85
2009-09-01,oils,93.25
2009-10-01,oils,95.17
2009-11-01,oils,101.76
2009-12-01,oils,107.56
2010-01-01,oils,107.1
2010-02-01,oils,107.31
2010-03-01,oils,110.33
2010-04-01,oils,109.36
2010-05-01,oils,107.17
2010-06-01,oils,106.03
2010-07-01,oils,110.13
2010-08-01,oils,121.81
2010-09-01,oils,124.85
2010-10-01,oils,139.18
2010-11-01,oils,153.87
2010-12-01,oils,166.26
2011-01-01,oils,174.49
2011-02-01,oils,175.43
2011-03-01,oils,163.11
2011-04-01,oils,162.79
2011-05-01,oils,162.4
2011-06-01,oils,160.78
2011-07-01,oils,156.05
2011-08-01,oils,151.48
2011-09-01,oils,147.82
2011-10-01,oils,137.99
2011-11-01,oils,144.96
2011-12-01,oils,140.45
2012-01-01,oils,144.33
2012-02-01,oils,148.34
2012-03-01,oils,152.47
2012-04-01,oils,156.29
2012-05-01,oils,144.4
2012-06-01,oils,135.26
2012-07-01,oils,138.56
2012-08-01,oils,138.31
2012-09-01,oils,136.93
2012-10-01,oils,124.9
2012-11-01,oils,121.52
2012-12-01,oils,118.38
2013-01-01,oils,124.28
2013-02-01,oils,125.55
2013-03-01,oils,122.38
2013-04-01,oils,120.64
2013-05-01,oils,121.05
2013-06-01,oils,120.68
2013-07-01,oils,116.22
2013-08-01,oils,111.89
2013-09-01,oils,112.92
2013-10-01,oils,116.04
2013-11-01,oils,121.97
2013-12-01,oils,120.38
2014-01-01,oils,115.58
2014-02-01,oils,120.84
2014-03-01,oils,125.38
2014-04-01,oils,121.53
2014-05-01,oils,119.18
2014-06-01,oils,115.22
2014-07-01,oils,110.63
2014-08-01,oils,101.65
2014-09-01,oils,98.55
2014-10-01,oils,100.09
2014-11-01,oils,100.85
2014-12-01,oils,97.89
2015-01-01,oils,95.0
2015-02-01,oils,95.18
2015-03-01,oils,92.62
2015-04-01,oils,91.87
2015-05-01,oils,94.49
2015-06-01,oils,95.89
2015-07-01,oils,90.43
2015-08-01,oils,82.29
2015-09-01,oils,81.96
2015-10-01,oils,87.76
2015-11-01,oils,85.13
2015-12-01,oils,86.68
2016-01-01,oils,85.29
2016-02-01,oils,92.15
2016-03-01,oils,97.34
2016-04-01,oils,101.17
2016-05-01,oils,99.56
2016-06-01,oils,97.93
2016-07-01,oils,94.9
2016-08-01,oils,102.39
2016-09-01,oils,104.32
2016-10-01,oils,101.85
2016-11-01,oils,106.16
2016-12-01,oils,110.26
2017-01-01,oils,112.19
2017-02-01,oils,107.97
2017-03-01,oils,101.59
2017-04-01,oils,97.58
2017-05-01,oils,101.96
2017-06-01,oils,97.47
2017-07-01,oils,96.66
2017-08-01,oils,99.16
2017-09-01,oils,103.83
2017-10-01,oils,102.68
2017-11-01,oils,103.85
2017-12-01,oils,97.96
2018-01-01,oils,98.25
2018-02-01,oils,95.6
2018-03-01,oils,95.36
2018-04-01,oils,94.02
2018-05-01,oils,92.15
2018-06-01,oils,89.33
2018-07-01,oils,86.9
2018-08-01,oils,84.43
2018-09-01,oils,82.33
2018-10-01,oils,81.33
2018-11-01,oils,76.59
2018-12-01,oils,76.84
2019-01-01,oils,80.26
2019-02-01,oils,81.78
2019-03-01,oils,78.41
2019-04-01,oils,79.11
2019-05-01,oils,78.5
2019-06-01,oils,77.46
2019-07-01,oils,78.09
2019-08-01,oils,82.59
2019-09-01,oils,83.89
2019-10-01,oils,84.11
2019-11-01,oils,93.16
2019-12-01,oils,101.5
2020-01-01,oils,108.73
2020-02-01,oils,97.55
2020-03-01,oils,85.42
2020-04-01,oils,81.18
2020-05-01,oils,77.77
2020-06-01,oils,86.61
2020-07-01,oils,93.2
2020-08-01,oils,98.7
2020-09-01,oils,104.6
2020-10-01,oils,106.45
2020-11-01,oils,121.9
2020-12-01,oils,131.2
2021-01-01,oils,138.87
2021-02-01,oils,147.46
2021-03-01,oils,159.3
2021-04-01,oils,162.19
2021-05-01,oils,174.9
2021-06-01,oils,157.7
2021-07-01,oils,155.5
2021-08-01,oils,165.9
2021-09-01,oils,168.6
2021-10-01,oils,184.8
2021-11-01,oils,184.6
2021-12-01,oils,178.5
2022-01-01,oils,185.9
2022-02-01,oils,201.7
2022-03-01,oils,251.8
2022-04-01,oils,237.5
2022-05-01,oils,229.2
2022-06-01,oils,211.8
2022-07-01,oils,168.8
2022-08-01,oils,163.3
2022-09-01,oils,152.6
2022-10-01,oils,151.3
2022-11-01,oils,154.7
2022-12-01,oils,144.6
2023-01-01,oils,140.4
2023-02-01,oils,135.9
2023-03-01,oils,131.8
2023-04-01,oils,130.0
2023-05-01,oils,118.7
2023-06-01,oils,115.8
2023-07-01,oils,129.8
2023-08-01,oils,125.8
2023-09-01,oils,120.9
2023-10-01,oils,120.0
2023-11-01,oils,124.1
2023-12-01,oils,122.3
2024-01-01,oils,122.5
2024-02-01,oils,120.9
2024-03-01,oils,130.6
2024-04-01,oils,130.9
2024-05-01,oils,127.8
2024-06-01,oils,131.8
2024-07-01,oils,135.0
2024-08-01,oils,136.1
2024-09-01,oils,142.4
2024-10-01,oils,152.7
2024-11-01,oils,164.1
2024-12-01,oils,162.1
2025-01-01,oils,153.0
2025-02-01,oils,156.0
2025-03-01,oils,161.8
2025-04-01,oils,158.0
2025-05-01,oils,152.2
2025-06-01,oils,155.7
2025-07-01,oils,166.8
2025-08-01,oils,169.1
2025-09-01,oils,167.9
2025-10-01,oils,169.4
2025-11-01,oils,165.0
1990-01-01,sugar,87.9
1990-02-01,sugar,90.7
1990-03-01,sugar,95.1
1990-04-01,sugar,94.3
1990-05-01,sugar,90.4
1990-06-01,sugar,80.3
1990-07-01,sugar,74.2
1990-08-01,sugar,67.6
1990-09-01,sugar,68.5
1990-10-01,sugar,60.8
1990-11-01,sugar,62.3
1990-12-01,sugar,60.3
1991-01-01,sugar,54.5
1991-02-01,sugar,52.7
1991-03-01,sugar,56.6
1991-04-01,sugar,52.7
1991-05-01,sugar,46.9
1991-06-01,sugar,56.9
1991-07-01,sugar,63.8
1991-08-01,sugar,58.5
1991-09-01,sugar,57.5
1991-10-01,sugar,56.4
1991-11-01,sugar,53.6
1991-12-01,sugar,55.7
1992-01-01,sugar,51.5
1992-02-01,sugar,48.5
1992-03-01,sugar,50.9
1992-04-01,sugar,58.5
1992-05-01,sugar,59.3
1992-06-01,sugar,64.1
1992-07-01,sugar,63.8
1992-08-01,sugar,60.8
1992-09-01,sugar,57.6
1992-10-01,sugar,53.9
1992-11-01,sugar,53.0
1992-12-01,sugar,50.4
1993-01-01,sugar,51.0
1993-02-01,sugar,53.0
1993-03-01,sugar,65.7
1993-04-01,sugar,69.0
1993-05-01,sugar,73.2
1993-06-01,sugar,64.3
1993-07-01,sugar,59.9
1993-08-01,sugar,57.8
1993-09-01,sugar,59.0
1993-10-01,sugar,63.7
1993-11-01,sugar,62.6
1993-12-01,sugar,65.1
1994-01-01,sugar,63.7
1994-02-01,sugar,67.0
1994-03-01,sugar,72.7
1994-04-01,sugar,68.1
1994-05-01,sugar,71.7
1994-06-01,sugar,74.6
1994-07-01,sugar,72.8
1994-08-01,sugar,74.9
1994-09-01,sugar,77.9
1994-10-01,sugar,78.9
1994-11-01,sugar,86.3
1994-12-01,sugar,90.8
1995-01-01,sugar,91.3
1995-02-01,sugar,89.2
1995-03-01,sugar,90.3
1995-04-01,sugar,84.8
1995-05-01,sugar,83.7
1995-06-01,sugar,86.8
1995-07-01,sugar,84.1
1995-08-01,sugar,80.3
1995-09-01,sugar,72.3
1995-10-01,sugar,73.3
1995-11-01,sugar,74.1
1995-12-01,sugar,76.2
1996-01-01,sugar,77.5
1996-02-01,sugar,79.3
1996-03-01,sugar,79.9
1996-04-01,sugar,74.1
1996-05-01,sugar,70.5
1996-06-01,sugar,75.3
1996-07-01,sugar,79.3
1996-08-01,sugar,76.6
1996-09-01,sugar,73.8
1996-10-01,sugar,68.8
1996-11-01,sugar,66.3
1996-12-01,sugar,66.5
1997-01-01,sugar,66.2
1997-02-01,sugar,66.9
1997-03-01,sugar,68.8
1997-04-01,sugar,69.9
1997-05-01,sugar,68.9
1997-06-01,sugar,70.7
1997-07-01,sugar,69.4
1997-08-01,sugar,72.4
1997-09-01,sugar,70.1
1997-10-01,sugar,70.6
1997-11-01,sugar,74.3
1997-12-01,sugar,76.3
1998-01-01,sugar,71.5
1998-02-01,sugar,66.3
1998-03-01,sugar,60.9
1998-04-01,sugar,60.0
1998-05-01,sugar,57.1
1998-06-01,sugar,50.1
1998-07-01,sugar,53.5
1998-08-01,sugar,52.5
1998-09-01,sugar,44.7
1998-10-01,sugar,46.2
1998-11-01,sugar,49.9
1998-12-01,sugar,50.0
1999-01-01,sugar,50.2
1999-02-01,sugar,42.2
1999-03-01,sugar,37.3
1999-04-01,sugar,33.5
1999-05-01,sugar,35.6
1999-06-01,sugar,37.3
1999-07-01,sugar,33.3
1999-08-01,sugar,35.6
1999-09-01,sugar,41.3
1999-10-01,sugar,41.9
1999-11-01,sugar,40.2
1999-12-01,sugar,37.2
2000-01-01,sugar,34.7
2000-02-01,sugar,32.7
2000-03-01,sugar,31.8
2000-04-01,sugar,37.3
2000-05-01,sugar,42.8
2000-06-01,sugar,51.8
2000-07-01,sugar,59.6
2000-08-01,sugar,64.6
2000-09-01,sugar,62.1
2000-10-01,sugar,66.5
2000-11-01,sugar,61.5
2000-12-01,sugar,62.0
2001-01-01,sugar,63.9
2001-02-01,sugar,61.1
2001-03-01,sugar,57.4
2001-04-01,sugar,54.1
2001-05-01,sugar,59.3
2001-06-01,sugar,56.0
2001-07-01,sugar,54.4
2001-08-01,sugar,50.2
2001-09-01,sugar,47.3
2001-10-01,sugar,42.0
2001-11-01,sugar,47.5
2001-12-01,sugar,48.5
2002-01-01,sugar,48.2
2002-02-01,sugar,40.5
2002-03-01,sugar,41.4
2002-04-01,sugar,42.6
2002-05-01,sugar,37.6
2002-06-01,sugar,35.6
2002-07-01,sugar,39.5
2002-08-01,sugar,39.0
2002-09-01,sugar,43.1
2002-10-01,sugar,46.5
2002-11-01,sugar,48.5
2002-12-01,sugar,49.2
2003-01-01,sugar,50.7
2003-02-01,sugar,55.7
2003-03-01,sugar,50.9
2003-04-01,sugar,48.0
2003-05-01,sugar,44.4
2003-06-01,sugar,41.6
2003-07-01,sugar,42.3
2003-08-01,sugar,42.3
2003-09-01,sugar,37.0
2003-10-01,sugar,36.9
2003-11-01,sugar,37.6
2003-12-01,sugar,38.9
2004-01-01,sugar,35.9
2004-02-01,sugar,36.2
2004-03-01,sugar,40.0
2004-04-01,sugar,40.7
2004-05-01,sugar,39.2
2004-06-01,sugar,42.9
2004-07-01,sugar,49.0
2004-08-01,sugar,46.9
2004-09-01,sugar,47.6
2004-10-01,sugar,52.3
2004-11-01,sugar,50.5
2004-12-01,sugar,51.0
2005-01-01,sugar,54.0
2005-02-01,sugar,56.3
2005-03-01,sugar,55.0
2005-04-01,sugar,53.2
2005-05-01,sugar,53.1
2005-06-01,sugar,56.0
2005-07-01,sugar,59.7
2005-08-01,sugar,61.5
2005-09-01,sugar,63.8
2005-10-01,sugar,68.8
2005-11-01,sugar,70.4
2005-12-01,sugar,82.6
2006-01-01,sugar,97.5
2006-02-01,sugar,111.1
2006-03-01,sugar,106.7
2006-04-01,sugar,108.2
2006-05-01,sugar,104.1
2006-06-01,sugar,95.3
2006-07-01,sugar,99.3
2006-08-01,sugar,83.2
2006-09-01,sugar,74.8
2006-10-01,sugar,72.0
2006-11-01,sugar,72.9
2006-12-01,sugar,71.6
2007-01-01,sugar,67.8
2007-02-01,sugar,65.4
2007-03-01,sugar,64.6
2007-04-01,sugar,60.2
2007-05-01,sugar,58.4
2007-06-01,sugar,57.5
2007-07-01,sugar,62.9
2007-08-01,sugar,60.7
2007-09-01,sugar,60.4
2007-10-01,sugar,61.9
2007-11-01,sugar,62.5
2007-12-01,sugar,66.3
2008-01-01,sugar,74.1
2008-02-01,sugar,83.6
2008-03-01,sugar,81.7
2008-04-01,sugar,77.7
2008-05-01,sugar,74.7
2008-06-01,sugar,75.0
2008-07-01,sugar,88.1
2008-08-01,sugar,90.4
2008-09-01,sugar,83.7
2008-10-01,sugar,73.6
2008-11-01,sugar,74.9
2008-12-01,sugar,72.7
2009-01-01,sugar,77.4
2009-02-01,sugar,81.9
2009-03-01,sugar,82.9
2009-04-01,sugar,84.5
2009-05-01,sugar,99.4
2009-06-01,sugar,101.7
2009-07-01,sugar,114.0
2009-08-01,sugar,138.8
2009-09-01,sugar,142.6
2009-10-01,sugar,140.1
2009-11-01,sugar,137.8
2009-12-01,sugar,145.6
2010-01-01,sugar,163.8
2010-02-01,sugar,157.4
2010-03-01,sugar,115.5
2010-04-01,sugar,101.8
2010-05-01,sugar,94.1
2010-06-01,sugar,98.1
2010-07-01,sugar,107.9
2010-08-01,sugar,114.6
2010-09-01,sugar,138.7
2010-10-01,sugar,152.3
2010-11-01,sugar,162.8
2010-12-01,sugar,173.8
2011-01-01,sugar,183.2
2011-02-01,sugar,182.4
2011-03-01,sugar,162.4
2011-04-01,sugar,150.7
2011-05-01,sugar,136.2
2011-06-01,sugar,156.0
2011-07-01,sugar,174.6
2011-08-01,sugar,171.7
2011-09-01,sugar,165.3
2011-10-01,sugar,157.5
2011-11-01,sugar,148.2
2011-12-01,sugar,142.6
2012-01-01,sugar,145.8
2012-02-01,sugar,149.3
2012-03-01,sugar,149.1
2012-04-01,sugar,141.3
2012-05-01,sugar,128.5
2012-06-01,sugar,126.7
2012-07-01,sugar,141.4
2012-08-01,sugar,129.2
2012-09-01,sugar,123.7
2012-10-01,sugar,125.7
2012-11-01,sugar,119.7
2012-12-01,sugar,119.5
2013-01-01,sugar,116.8
2013-02-01,sugar,113.0
2013-03-01,sugar,114.3
2013-04-01,sugar,110.2
2013-05-01,sugar,109.1
2013-06-01,sugar,105.8
2013-07-01,sugar,104.2
2013-08-01,sugar,105.4
2013-09-01,sugar,107.5
2013-10-01,sugar,115.5
2013-11-01,sugar,109.3
2013-12-01,sugar,102.4
2014-01-01,sugar,96.7
2014-02-01,sugar,102.6
2014-03-01,sugar,110.8
2014-04-01,sugar,109.0
2014-05-01,sugar,113.1
2014-06-01,sugar,112.5
2014-07-01,sugar,113.0
2014-08-01,sugar,106.6
2014-09-01,sugar,99.5
2014-10-01,sugar,103.6
2014-11-01,sugar,100.2
2014-12-01,sugar,94.8
2015-01-01,sugar,95.0
2015-02-01,sugar,90.3
2015-03-01,sugar,82.0
2015-04-01,sugar,80.9
2015-05-01,sugar,82.6
2015-06-01,sugar,77.1
2015-07-01,sugar,79.0
2015-08-01,sugar,71.2
2015-09-01,sugar,73.4
2015-10-01,sugar,86.1
2015-11-01,sugar,90.0
2015-12-01,sugar,90.6
2016-01-01,sugar,86.9
2016-02-01,sugar,81.6
2016-03-01,sugar,95.5
2016-04-01,sugar,93.9
2016-05-01,sugar,104.8
2016-06-01,sugar,120.4
2016-07-01,sugar,121.6
2016-08-01,sugar,124.6
2016-09-01,sugar,132.9
2016-10-01,sugar,137.5
2016-11-01,sugar,125.2
2016-12-01,sugar,114.5
2017-01-01,sugar,125.8
2017-02-01,sugar,125.6
2017-03-01,sugar,111.9
2017-04-01,sugar,101.7
2017-05-01,sugar,99.4
2017-06-01,sugar,86.0
2017-07-01,sugar,90.5
2017-08-01,sugar,88.9
2017-09-01,sugar,89.0
2017-10-01,sugar,88.7
2017-11-01,sugar,92.7
2017-12-01,sugar,89.0
2018-01-01,sugar,87.2
2018-02-01,sugar,83.9
2018-03-01,sugar,80.9
2018-04-01,sugar,76.8
2018-05-01,sugar,76.4
2018-06-01,sugar,77.4
2018-07-01,sugar,72.5
2018-08-01,sugar,68.6
2018-09-01,sugar,70.4
2018-10-01,sugar,76.5
2018-11-01,sugar,79.9
2018-12-01,sugar,78.3
2019-01-01,sugar,79.3
2019-02-01,sugar,80.3
2019-03-01,sugar,78.7
2019-04-01,sugar,79.3
2019-05-01,sugar,76.7
2019-06-01,sugar,79.9
2019-07-01,sugar,79.4
2019-08-01,sugar,76.2
2019-09-01,sugar,73.5
2019-10-01,sugar,77.8
2019-11-01,sugar,79.2
2019-12-01,sugar,83.0
2020-01-01,sugar,87.5
2020-02-01,sugar,91.4
2020-03-01,sugar,73.9
2020-04-01,sugar,63.2
2020-05-01,sugar,67.8
2020-06-01,sugar,74.9
2020-07-01,sugar,76.0
2020-08-01,sugar,81.1
2020-09-01,sugar,79.0
2020-10-01,sugar,84.7
2020-11-01,sugar,87.5
2020-12-01,sugar,87.1
2021-01-01,sugar,94.2
2021-02-01,sugar,100.2
2021-03-01,sugar,96.2
2021-04-01,sugar,100.0
2021-05-01,sugar,106.8
2021-06-01,sugar,107.7
2021-07-01,sugar,109.6
2021-08-01,sugar,120.5
2021-09-01,sugar,121.2
2021-10-01,sugar,119.1
2021-11-01,sugar,120.2
2021-12-01,sugar,116.4
2022-01-01,sugar,112.7
2022-02-01,sugar,110.5
2022-03-01,sugar,117.9
2022-04-01,sugar,121.5
2022-05-01,sugar,120.4
2022-06-01,sugar,117.3
2022-07-01,sugar,112.8
2022-08-01,sugar,110.5
2022-09-01,sugar,109.7
2022-10-01,sugar,108.6
2022-11-01,sugar,114.4
2022-12-01,sugar,117.2
2023-01-01,sugar,116.8
2023-02-01,sugar,125.2
2023-03-01,sugar,127.0
2023-04-01,sugar,149.4
2023-05-01,sugar,157.2
2023-06-01,sugar,152.2
2023-07-01,sugar,146.3
2023-08-01,sugar,148.2
2023-09-01,sugar,162.7
2023-10-01,sugar,159.2
2023-11-01,sugar,161.4
2023-12-01,sugar,134.2
2024-01-01,sugar,136.4
2024-02-01,sugar,140.8
2024-03-01,sugar,133.4
2024-04-01,sugar,126.6
2024-05-01,sugar,117.1
2024-06-01,sugar,119.4
2024-07-01,sugar,119.5
2024-08-01,sugar,113.9
2024-09-01,sugar,126.3
2024-10-01,sugar,129.6
2024-11-01,sugar,126.4
2024-12-01,sugar,119.3
2025-01-01,sugar,111.2
2025-02-01,sugar,118.5
2025-03-01,sugar,116.9
2025-04-01,sugar,112.3
2025-05-01,sugar,109.4
2025-06-01,sugar,103.6
2025-07-01,sugar,103.3
2025-08-01,sugar,103.6
2025-09-01,sugar,99.4
2025-10-01,sugar,94.1
2025-11-01,sugar,88.6
